City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
194,Charlestown,AU,-32.95,151.6667,70.0,78,24,5.41,few clouds
195,Zheleznodorozhnyy,RU,55.7503,38.0042,39.2,60,0,11.18,clear sky
196,Belyy Yar,RU,53.6039,91.3903,55.4,22,0,4.47,clear sky
197,Matagami,CA,49.7502,-77.6328,17.6,93,20,13.8,few clouds
198,Hamilton,US,39.1834,-84.5333,46.0,93,1,3.4,clear sky
199,Bathsheba,BB,13.2167,-59.5167,78.8,61,20,14.97,few clouds
200,Hasaki,JP,35.7333,140.8333,66.0,27,20,10.36,few clouds
201,Zhezkazgan,KZ,47.8043,67.7144,62.13,40,76,9.22,broken clouds
202,Mohgaon,IN,21.65,78.7167,99.95,7,100,5.55,overcast clouds
203,Airai,TL,-8.9266,125.4092,74.25,40,29,2.98,scattered clouds
204,Krasnaya Gora,RU,52.9995,31.6023,33.8,80,0,6.71,clear sky
205,Teahupoo,PF,-17.8333,-149.2667,80.6,78,20,6.91,light rain
206,Santona,ES,43.4439,-3.4576,57.99,94,20,3.62,few clouds
207,Tendukheda,IN,23.4,79.55,89.6,20,40,11.5,scattered clouds
208,Pisco,PE,-13.7,-76.2167,63.0,88,0,4.61,mist
209,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,77,90,2.3,overcast clouds
210,Waingapu,ID,-9.6567,120.2641,84.87,54,38,13.24,scattered clouds
211,Buchanan,LR,5.8808,-10.0467,77.0,94,40,1.45,scattered clouds
212,Beringovskiy,RU,63.05,179.3167,31.55,90,44,2.1,scattered clouds
213,Ulyanovsk,RU,54.0,48.0,42.8,56,15,15.66,few clouds
214,Sept-Iles,CA,50.2001,-66.3821,42.01,48,75,17.27,broken clouds
215,Namibe,AO,-15.1961,12.1522,74.79,69,0,8.08,clear sky
216,Yulara,AU,-25.2406,130.9889,77.0,20,0,12.66,clear sky
217,Port Blair,IN,11.6667,92.75,87.55,56,65,4.12,broken clouds
218,Plettenberg Bay,ZA,-34.0527,23.3716,64.47,67,100,4.07,overcast clouds
219,Avarua,CK,-21.2078,-159.775,78.8,78,20,3.44,few clouds
220,Coahuayana,MX,18.7333,-103.6833,71.83,86,82,1.81,broken clouds
221,Suamico,US,44.6319,-88.0393,37.99,56,75,9.22,broken clouds
222,Tall Kayf,TR,37.0833,41.0667,75.2,23,40,13.8,scattered clouds
223,Raudeberg,NO,61.9875,5.1352,37.99,62,8,5.14,clear sky
224,Trinidad,BO,-14.8333,-64.9,65.77,95,100,4.74,overcast clouds
225,Ajdabiya,LY,30.7554,20.2263,58.78,86,0,6.91,clear sky
226,Sandwick,GB,60.0,-1.25,44.6,93,100,9.22,overcast clouds
227,Dolinsk,RU,47.35,142.8,41.0,52,81,15.66,broken clouds
228,Kostomuksha,RU,64.571,30.5767,31.51,91,100,9.57,overcast clouds
229,Ossora,RU,59.2353,163.0719,33.03,98,98,1.32,overcast clouds
230,Punta Alta,AR,-38.8759,-62.0736,55.54,79,1,7.34,clear sky
231,Antofagasta,CL,-23.65,-70.4,59.0,88,20,5.75,few clouds
232,Brigantine,US,39.4101,-74.3646,53.6,66,1,11.5,clear sky
233,Severo-Kurilsk,RU,50.6789,156.125,31.69,96,100,15.37,snow
234,Orito,CO,0.6766,-76.8771,71.73,97,93,2.93,overcast clouds
235,Poum,NC,-20.2333,164.0167,77.43,69,39,23.85,scattered clouds
236,Dongsheng,CN,39.8161,109.9776,49.91,12,26,28.03,scattered clouds
237,Warmbad,NA,-28.45,18.7333,66.97,44,100,3.2,overcast clouds
238,Moose Factory,CA,51.2585,-80.6094,17.6,79,1,2.3,clear sky
239,Bodden Town,KY,19.2833,-81.25,79.0,1,61,3.27,broken clouds
240,Haines Junction,CA,60.7522,-137.5108,41.0,45,0,5.75,clear sky
241,Xinyu,CN,27.8043,114.9334,65.41,84,100,2.17,light rain
242,Sorland,NO,67.667,12.6934,37.4,70,90,10.36,overcast clouds
243,Yerbogachen,RU,61.2767,108.0108,29.46,55,96,13.98,overcast clouds
244,Kaitangata,NZ,-46.2817,169.8464,48.0,65,99,8.01,overcast clouds
245,Barrhead,GB,55.7992,-4.3929,39.0,93,97,1.14,overcast clouds
246,Ylivieska,FI,64.0833,24.55,32.0,92,100,4.0,light snow
247,Samarai,PG,-10.6167,150.6667,85.39,71,78,12.73,broken clouds
248,Port-Gentil,GA,-0.7193,8.7815,78.8,100,40,2.3,scattered clouds
249,Danilovka,RU,50.3557,44.1168,47.44,49,100,4.85,overcast clouds
250,Sovetskiy,RU,61.3614,63.5842,45.5,53,88,11.32,overcast clouds
251,Nogliki,RU,51.8333,143.1667,32.45,58,42,8.08,scattered clouds
252,Puerto Colombia,CO,10.9878,-74.9547,78.8,83,75,12.66,broken clouds
253,Dingle,PH,10.9995,122.6711,89.42,55,67,13.09,light rain
254,Touros,BR,-5.1989,-35.4608,75.2,94,20,4.61,few clouds
255,Jiuquan,CN,39.7432,98.5174,52.81,10,2,12.93,clear sky
256,Aberdeen,GB,57.1437,-2.0981,41.0,81,100,2.3,overcast clouds
257,Pokosnoye,RU,55.5258,101.0536,33.85,95,100,12.1,overcast clouds
258,Auki,SB,-8.7676,160.7034,83.66,73,100,4.7,light rain
259,Owando,CG,-0.4819,15.8999,74.34,84,90,2.37,overcast clouds
260,Bartica,GY,6.4,-58.6167,73.4,100,20,2.3,few clouds
261,High Level,CA,58.5169,-117.136,37.4,52,75,8.05,broken clouds
262,Hwange,ZW,-18.3693,26.5019,64.8,78,83,1.16,broken clouds
263,Velyka Bilozerka,UA,47.2776,34.7062,48.33,58,82,4.7,broken clouds
264,Kodiak,US,57.79,-152.4072,42.8,75,1,6.91,clear sky
265,Tiarei,PF,-17.5333,-149.3333,80.6,78,20,6.91,light rain
266,Vardo,NO,70.3705,31.1107,30.2,74,75,12.66,broken clouds
267,Walvis Bay,NA,-22.9575,14.5053,60.01,94,90,4.61,overcast clouds
268,Udachnyy,RU,66.4167,112.4,16.75,81,100,26.17,overcast clouds
269,Provideniya,RU,64.3833,-173.3,33.8,75,0,1.92,clear sky
270,Vysokogornyy,RU,50.1167,139.15,39.06,64,70,6.31,broken clouds
271,Polovinnoye,RU,54.7914,65.9864,51.73,38,38,18.48,scattered clouds
272,Kuruman,ZA,-27.4524,23.4325,57.0,31,89,5.82,overcast clouds
273,Tiksi,RU,71.6872,128.8694,25.95,94,100,14.81,light snow
274,Beloha,MG,-25.1667,45.05,76.14,62,0,6.87,clear sky
275,Chulym,RU,55.0997,80.9572,53.53,39,99,14.32,overcast clouds
276,Dromolaxia,CY,34.8761,33.586,71.01,73,0,1.14,clear sky
277,Camargo,MX,27.6667,-105.1667,75.18,10,100,15.05,overcast clouds
278,Mago,RU,53.2514,140.1822,41.11,47,49,3.31,scattered clouds
279,Kommunar,RU,59.6206,30.39,37.4,93,90,8.95,overcast clouds
280,Lagoa,PT,39.05,-27.9833,58.73,85,100,9.84,overcast clouds
281,Millinocket,US,45.6573,-68.7098,44.6,93,90,1.1,overcast clouds
282,Yelizovo,RU,53.1873,158.3805,37.4,100,90,11.18,light snow
283,Russell,US,32.3502,-85.1999,55.4,87,1,5.01,clear sky
284,Saldanha,ZA,-33.0117,17.9442,59.0,94,10,10.36,clear sky
285,Fuerte Olimpo,PY,-21.0415,-57.8738,69.13,74,100,4.65,overcast clouds
286,Khandyga,RU,62.6667,135.6,32.36,94,100,6.73,light snow
287,Guerrero Negro,MX,27.9769,-114.0611,58.75,83,100,10.33,overcast clouds
288,Avera,US,33.194,-82.5271,57.2,72,1,3.44,clear sky
289,Taksimo,RU,56.3444,114.8794,38.71,60,100,5.06,overcast clouds
