City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Jiancheng,CN,2021-04-25 22:31:47,30.391,104.5491,57.0,76,99,1.99
290,Wuwei,CN,2021-04-25 22:31:47,37.9281,102.6414,41.31,36,17,1.01
291,Varese,IT,2021-04-25 22:31:47,45.8291,8.8219,59.0,43,100,1.01
292,Davila,PH,2021-04-25 22:31:48,18.4726,120.5763,75.2,78,75,3.44
293,Masallatah,LY,2021-04-25 22:31:48,32.6167,14.0,58.75,78,1,12.82
294,Taltal,CL,2021-04-25 22:31:49,-25.4,-70.4833,62.92,81,41,4.23
295,Ypsonas,CY,2021-04-25 22:31:49,34.6884,32.9574,64.4,82,0,8.05
296,Lagos,NG,2021-04-25 22:28:06,6.5833,3.75,82.4,83,20,2.3
297,Sorland,NO,2021-04-25 22:31:50,67.667,12.6934,37.51,59,86,8.37
298,Mo I Rana,NO,2021-04-25 22:31:51,66.3128,14.1428,30.2,69,75,2.3
299,Jardim,BR,2021-04-25 22:31:52,-21.4803,-56.1381,67.75,90,57,5.68
300,Marsh Harbour,BS,2021-04-25 22:31:52,26.5412,-77.0636,79.77,72,0,10.56
301,Moerai,PF,2021-04-25 22:31:53,-22.4333,-151.3333,76.84,61,83,6.82
302,Sabha,LY,2021-04-25 22:31:54,27.0377,14.4283,71.42,23,0,10.25
303,Jacareacanga,BR,2021-04-25 22:31:55,-6.2222,-57.7528,75.72,94,65,1.36
304,Umba,RU,2021-04-25 22:31:55,66.6871,34.3429,32.56,81,86,17.02
305,Broken Hill,AU,2021-04-25 22:31:55,-31.95,141.4333,51.8,71,0,7.16
306,Faya,SA,2021-04-25 22:31:56,18.3851,42.4509,62.6,63,40,9.06
307,Taybad,IR,2021-04-25 22:31:57,34.74,60.7756,67.89,21,12,9.55
308,Camana,PE,2021-04-25 22:31:57,-16.6228,-72.7111,68.32,81,55,6.55
309,Arcos,BR,2021-04-25 22:31:57,-20.2819,-45.5394,67.66,46,35,4.61
310,Hamilton,US,2021-04-25 22:29:03,39.1834,-84.5333,62.6,34,40,13.8
311,Lanester,FR,2021-04-25 22:31:58,47.7613,-3.3397,52.0,66,0,20.71
312,Katherine,AU,2021-04-25 22:31:58,-14.4667,132.2667,73.4,73,75,3.44
313,Clyde River,CA,2021-04-25 22:31:59,70.4692,-68.5914,21.2,100,90,28.77
314,Marzuq,YE,2021-04-25 22:31:59,14.4,46.4667,68.47,72,71,6.53
315,Margate,GB,2021-04-25 22:30:25,51.3813,1.3862,44.01,69,21,5.01
316,Wangqing,CN,2021-04-25 22:32:00,43.3218,129.7634,45.19,34,75,2.13
317,Talnakh,RU,2021-04-25 22:32:01,69.4865,88.3972,2.93,92,92,5.35
318,Hami,CN,2021-04-25 22:32:01,42.8,93.45,39.2,20,69,7.47
319,Kontagora,NG,2021-04-25 22:32:01,10.3999,5.4695,75.38,74,94,11.21
320,Kenora,CA,2021-04-25 22:32:02,49.8167,-94.4337,48.2,23,75,14.97
321,Itaituba,BR,2021-04-25 22:32:02,-4.2761,-55.9836,86.0,74,20,11.5
322,Kenai,US,2021-04-25 22:32:03,60.5544,-151.2583,53.6,37,1,8.05
323,Magnolia,US,2021-04-25 22:32:03,33.2671,-93.2393,77.0,33,1,9.22
324,Ilulissat,GL,2021-04-25 22:32:04,69.2167,-51.1,50.0,43,20,20.71
325,Jeremoabo,BR,2021-04-25 22:32:05,-10.075,-38.4808,71.87,94,12,4.68
326,Uppsala,SE,2021-04-25 22:32:05,60.0,17.75,32.0,93,75,9.22
327,Kangaatsiaq,GL,2021-04-25 22:32:05,68.3065,-53.4641,36.34,72,49,3.53
328,Mahebourg,MU,2021-04-25 22:27:36,-20.4081,57.7,77.0,88,75,14.97
329,Bowmore,US,2021-04-25 22:32:06,34.9421,-79.3031,73.4,38,75,9.22
330,Morondava,MG,2021-04-25 22:32:06,-20.2833,44.2833,74.84,80,100,4.9
331,Brae,GB,2021-04-25 22:32:07,60.3964,-1.353,41.0,93,0,3.44
332,Araouane,ML,2021-04-25 22:32:07,18.9048,-3.5265,89.87,13,56,5.93
333,Slave Lake,CA,2021-04-25 22:29:46,55.2834,-114.769,44.6,36,1,6.91
334,Puerto Penasco,MX,2021-04-25 22:28:01,31.3167,-113.5333,78.8,36,40,12.66
335,Gulabpura,IN,2021-04-25 22:32:09,25.9,74.6667,76.3,9,0,2.26
336,Novo Aripuana,BR,2021-04-25 22:32:09,-5.1206,-60.3797,75.78,95,68,1.61
337,Benguela,AO,2021-04-25 22:32:10,-12.5763,13.4055,78.6,84,55,1.32
338,Jiabong,PH,2021-04-25 22:32:10,11.7625,124.9519,77.41,86,38,3.78
339,Bowen,AU,2021-04-25 22:32:10,-20.0167,148.2333,73.4,78,90,10.36
340,Srednekolymsk,RU,2021-04-25 22:32:11,67.45,153.6833,20.17,77,18,7.65
341,Ishigaki,JP,2021-04-25 22:32:11,24.3448,124.1572,71.6,73,20,11.5
342,Chivay,PE,2021-04-25 22:32:12,-15.6383,-71.6011,48.22,66,6,9.33
343,Kota Kinabalu,MY,2021-04-25 22:32:13,5.9749,116.0724,78.8,83,20,2.3
344,Shymkent,KZ,2021-04-25 22:32:13,42.3,69.6,50.0,81,0,4.47
345,Novikovo,RU,2021-04-25 22:32:14,51.1537,37.8879,38.5,80,66,2.75
346,Iquitos,PE,2021-04-25 22:32:14,-3.7481,-73.2472,86.0,70,40,5.75
347,Hun,LY,2021-04-25 22:32:15,29.1268,15.9477,63.45,59,1,8.3
348,Kargasok,RU,2021-04-25 22:32:15,59.0556,80.8572,35.1,97,100,5.77
349,Samaipata,BO,2021-04-25 22:32:16,-18.15,-63.8667,48.88,85,100,3.98
350,Riyadh,SA,2021-04-25 22:29:43,24.6877,46.7219,80.6,18,0,4.61
351,Teknaf,BD,2021-04-25 22:32:17,20.8624,92.3058,77.05,87,3,2.48
352,Mehamn,NO,2021-04-25 22:32:17,71.0357,27.8492,33.1,83,99,8.99
353,Palmer,US,2021-04-25 22:32:18,42.1584,-72.3287,55.4,58,90,10.36
354,Dingle,PH,2021-04-25 22:32:18,10.9995,122.6711,79.39,78,38,3.4
355,Sundargarh,IN,2021-04-25 22:32:18,22.1167,84.0333,76.5,15,0,4.94
356,Acapulco,MX,2021-04-25 22:28:40,16.8634,-99.8901,86.0,62,90,8.05
357,Yulara,AU,2021-04-25 22:32:19,-25.2406,130.9889,55.4,50,0,8.05
358,Westport,US,2021-04-25 22:29:50,41.1415,-73.3579,59.0,58,90,10.36
359,Soller,ES,2021-04-25 22:32:20,39.7662,2.7152,60.8,77,0,11.5
360,Hofn,IS,2021-04-25 22:32:21,64.2539,-15.2082,44.37,83,100,12.06
361,Asosa,ET,2021-04-25 22:32:21,10.0667,34.5333,64.26,86,100,1.52
362,Larap,PH,2021-04-25 22:32:21,14.299,122.6504,77.97,81,27,9.78
363,Muroto,JP,2021-04-25 22:32:22,33.2833,134.15,55.4,30,0,12.66
364,Yar-Sale,RU,2021-04-25 22:32:22,66.8333,70.8333,32.76,95,100,12.53
365,Neuquen,AR,2021-04-25 22:32:22,-38.9516,-68.0591,64.4,63,0,4.61
366,Biskupiec,PL,2021-04-25 22:32:23,53.8647,20.9569,30.2,93,0,1.14
367,Skagen,DK,2021-04-25 22:32:24,57.7209,10.5839,44.01,71,32,15.01
368,Mount Isa,AU,2021-04-25 22:32:24,-20.7333,139.5,73.4,56,5,10.36
369,Nevelsk,RU,2021-04-25 22:32:25,46.6733,141.8633,30.2,74,61,4.47
370,Namibe,AO,2021-04-25 22:32:25,-15.1961,12.1522,77.59,65,0,8.34
371,Port-Gentil,GA,2021-04-25 22:29:57,-0.7193,8.7815,82.2,78,0,10.76
372,Sturgis,US,2021-04-25 22:32:26,41.7992,-85.4192,46.99,53,1,8.05
373,Hailar,CN,2021-04-25 22:32:26,49.2,119.7,53.44,35,100,21.41
374,Kostalexis,GR,2021-04-25 22:32:26,38.8579,22.3646,53.01,80,3,1.01
375,Ribeira Grande,PT,2021-04-25 22:32:27,38.5167,-28.7,59.85,83,100,11.97
376,Lata,PT,2021-04-25 22:27:38,40.1629,-8.3327,59.0,91,98,3.24
377,Alofi,NU,2021-04-25 22:29:21,-19.0595,-169.9187,84.2,79,45,5.75
378,Bilma,NE,2021-04-25 22:32:28,18.6853,12.9164,88.72,11,8,9.24
379,Sao Filipe,CV,2021-04-25 22:32:29,14.8961,-24.4956,72.54,71,81,10.92
380,Wagar,SD,2021-04-25 22:32:29,16.1525,36.2032,86.54,39,0,7.96
381,Saint-Denis,FR,2021-04-25 22:32:30,48.9167,2.3333,50.0,50,0,17.27
382,Gat,IL,2021-04-25 22:30:01,31.61,34.7642,73.0,29,0,3.0
383,Kulhudhuffushi,MV,2021-04-25 22:28:22,6.6221,73.07,83.66,72,14,5.84
384,Berlevag,NO,2021-04-25 22:32:31,70.8578,29.0864,29.34,88,72,14.07
385,Cozumel,MX,2021-04-25 22:28:07,20.5083,-86.9458,89.6,51,40,6.91
386,Bilaspur,IN,2021-04-25 22:30:20,22.0833,82.15,77.9,11,6,6.71
387,Takapau,NZ,2021-04-25 22:32:32,-40.0333,176.35,55.99,75,88,5.99
388,Yanam,IN,2021-04-25 22:32:33,16.7333,82.2167,75.22,90,71,2.89
389,Challapata,BO,2021-04-25 22:32:33,-18.9,-66.7667,46.24,16,0,5.06
390,Sept-Iles,CA,2021-04-25 22:31:40,50.2001,-66.3821,46.4,39,75,9.22
391,Shieli,KZ,2021-04-25 22:32:34,44.1667,66.75,56.79,42,66,10.42
392,Vallenar,CL,2021-04-25 22:32:34,-28.5708,-70.7581,63.79,69,0,3.02
393,Havelock,US,2021-04-25 22:30:49,34.8791,-76.9013,66.0,65,45,4.0
394,Neos Oropos,GR,2021-04-25 22:29:17,39.1514,20.7367,55.4,88,20,0.94
395,Klaksvik,FO,2021-04-25 22:32:35,62.2266,-6.589,44.6,93,100,12.66
396,Galesong,ID,2021-04-25 22:32:36,-5.3166,119.3661,73.4,100,20,3.44
397,Berestechko,UA,2021-04-25 22:32:37,50.3605,25.1107,37.0,68,99,6.17
398,Kunya,NG,2021-04-25 22:32:38,12.2233,8.5325,86.0,35,20,6.91
399,Sampit,ID,2021-04-25 22:32:39,-2.5333,112.95,73.9,97,85,1.25
400,Gimli,CA,2021-04-25 22:32:39,50.6336,-96.9907,44.6,61,100,10.36
401,Casablanca,MA,2021-04-25 22:32:40,33.5928,-7.6192,66.0,88,20,5.75
402,Kismayo,SO,2021-04-25 22:32:41,-0.3582,42.5454,82.47,76,81,12.26
403,Kirkuk,IQ,2021-04-25 22:32:41,35.4681,44.3922,80.15,18,64,10.83
404,Atar,MR,2021-04-25 22:32:42,20.5169,-13.0499,79.54,18,0,3.49
405,Yenagoa,NG,2021-04-25 22:32:42,4.9247,6.2642,78.08,85,51,1.07
406,Maniitsoq,GL,2021-04-25 22:32:42,65.4167,-52.9,40.75,78,100,10.58
407,Kamskoye Ustye,RU,2021-04-25 22:32:43,55.2016,49.268,37.4,70,0,11.18
408,Borisoglebskiy,RU,2021-04-25 22:32:44,57.2586,39.1508,35.6,93,90,17.9
409,Yagodnoye,RU,2021-04-25 22:32:45,62.55,149.6667,8.22,78,7,2.01
410,Kvareli,GE,2021-04-25 22:32:45,41.9524,45.8151,59.45,80,99,0.94
411,Andra,RU,2021-04-25 22:32:46,62.5147,65.8878,40.59,76,100,13.44
412,Sandi,IN,2021-04-25 22:32:46,27.3,79.95,79.02,13,0,8.28
413,Asfi,MA,2021-04-25 22:32:46,32.2994,-9.2372,63.95,80,6,23.35
414,Sakakah,SA,2021-04-25 22:32:47,29.9697,40.2064,84.2,18,40,11.5
415,Simav,TR,2021-04-25 22:32:48,39.0882,28.9777,48.52,91,84,6.87
416,Kocevje,SI,2021-04-25 22:32:49,45.6433,14.8633,54.0,100,87,3.44
417,Lyubim,RU,2021-04-25 22:32:50,58.3625,40.6843,34.27,96,100,11.61
418,Uyuni,BO,2021-04-25 22:32:51,-20.4597,-66.825,44.62,16,0,10.69
419,Syasstroy,RU,2021-04-25 22:32:51,60.1367,32.5691,35.24,97,100,9.95
420,Chabahar,IR,2021-04-25 22:32:52,25.2919,60.643,79.93,69,27,5.14
421,Westfield,US,2021-04-25 22:31:43,42.1251,-72.7495,55.99,67,90,6.91
422,Terney,RU,2021-04-25 22:32:53,45.0503,136.6092,41.76,44,6,3.18
423,Mantua,IT,2021-04-25 22:32:53,45.1667,10.7833,59.0,67,100,5.01
424,Sawakin,SD,2021-04-25 22:32:54,19.1059,37.3321,82.22,79,3,5.21
425,Mapimi,MX,2021-04-25 22:32:54,25.8167,-103.85,96.8,7,40,5.75
426,La Rioja,ES,2021-04-25 22:32:55,42.25,-2.5,57.0,82,20,3.44
427,Xocali,AZ,2021-04-25 22:32:56,39.913,46.7903,57.34,86,58,1.34
428,Varhaug,NO,2021-04-25 22:32:56,58.6147,5.6457,37.99,84,12,15.86
429,Lewistown,US,2021-04-25 22:32:56,40.5992,-77.5714,60.01,43,70,7.0
430,Turukhansk,RU,2021-04-25 22:32:57,65.8167,87.9833,5.09,97,43,5.01
431,Lavrentiya,RU,2021-04-25 22:32:58,65.5833,-171.0,31.32,88,83,1.25
432,Buta,CD,2021-04-25 22:32:58,2.7858,24.73,67.64,99,100,1.12
433,Hambantota,LK,2021-04-25 22:29:23,6.1241,81.1185,78.8,100,20,2.3
434,Nelson,NZ,2021-04-25 22:32:39,-41.2833,173.2833,60.01,78,36,1.99
435,Cabedelo,BR,2021-04-25 22:32:59,-6.9811,-34.8339,78.8,89,0,6.91
436,Pandan,PH,2021-04-25 22:33:00,14.0453,124.1694,77.47,78,100,8.68
437,Denpasar,ID,2021-04-25 22:33:00,-8.65,115.2167,77.0,83,20,3.44
438,Gunupur,IN,2021-04-25 22:33:00,19.0833,83.8167,78.13,72,7,2.75
439,Yumen,CN,2021-04-25 22:28:14,40.2833,97.2,35.55,17,58,9.17
440,Tuskegee,US,2021-04-25 22:33:01,32.424,-85.6916,77.0,52,0,5.99
441,Gogrial,SS,2021-04-25 22:33:02,8.5332,28.1004,77.41,71,100,2.95
442,Oktyabrskoye,RU,2021-04-25 22:33:03,43.0645,44.7417,46.4,100,99,2.24
443,Xifeng,CN,2021-04-25 22:33:03,42.7372,124.7222,53.47,26,100,2.93
444,Ostersund,SE,2021-04-25 22:33:04,63.1792,14.6357,28.99,69,59,6.91
445,Beringovskiy,RU,2021-04-25 22:33:04,63.05,179.3167,31.55,91,99,1.59
446,San Policarpo,PH,2021-04-25 22:33:05,12.1791,125.5072,78.35,81,100,10.09
447,Manggar,ID,2021-04-25 22:33:05,-2.8833,108.2667,81.03,75,4,6.76
448,Moa,CU,2021-04-25 22:33:06,20.6569,-74.9403,79.57,79,56,7.65
449,Agua Verde,MX,2021-04-25 22:33:07,22.9,-106.05,84.2,45,40,9.22
450,Camacha,PT,2021-04-25 22:33:07,33.0833,-16.3333,62.6,88,75,17.27
451,Marsa Matruh,EG,2021-04-25 22:33:08,31.3525,27.2453,64.4,82,40,16.11
452,Liptovsky Hradok,SK,2021-04-25 22:33:08,49.0396,19.7234,30.99,74,20,2.3
453,Taree,AU,2021-04-25 22:33:09,-31.9,152.4667,57.99,94,8,6.91
454,Kavieng,PG,2021-04-25 22:33:10,-2.5744,150.7967,82.83,73,100,3.4
455,Fort Nelson,CA,2021-04-25 22:31:14,58.8053,-122.7002,55.4,15,20,6.91
456,Tucumcari,US,2021-04-25 22:33:10,35.1717,-103.725,91.4,5,1,27.63
457,Evensk,RU,2021-04-25 22:33:11,61.95,159.2333,25.47,89,100,4.21
458,Batagay-Alyta,RU,2021-04-25 22:33:11,67.8006,130.4114,22.73,81,100,2.89
459,Aasiaat,GL,2021-04-25 22:33:12,68.7098,-52.8699,34.92,74,88,2.48
460,Yei,SS,2021-04-25 22:33:13,4.095,30.6779,66.97,95,100,3.02
461,Port Hedland,AU,2021-04-25 22:33:13,-20.3167,118.5667,62.6,67,0,8.05
462,Zyryanka,RU,2021-04-25 22:32:12,65.75,150.85,18.0,80,7,13.27
463,Palu,ID,2021-04-25 22:33:14,-0.8917,119.8707,77.7,85,100,2.95
464,Tautira,PF,2021-04-25 22:33:14,-17.7333,-149.15,86.0,66,20,5.75
465,Daru,PG,2021-04-25 22:33:14,-9.0763,143.2092,75.43,94,100,10.04
466,Salisbury,GB,2021-04-25 22:33:15,51.0693,-1.7957,46.4,70,10,11.5
467,Vanimo,PG,2021-04-25 22:33:15,-2.6741,141.3028,79.07,77,100,1.5
468,Noumea,NC,2021-04-25 22:29:36,-22.2763,166.4572,78.01,83,75,2.3
469,Beloha,MG,2021-04-25 22:33:16,-25.1667,45.05,72.16,70,0,7.47
470,Maldonado,UY,2021-04-25 22:33:17,-34.6667,-54.9167,64.99,72,75,17.27
471,Whitehorse,CA,2021-04-25 22:33:17,60.7161,-135.0538,55.99,18,1,10.36
472,Bitkine,TD,2021-04-25 22:33:18,11.9801,18.2138,85.77,43,68,6.93
473,Lompoc,US,2021-04-25 22:28:19,34.6391,-120.4579,57.2,77,100,10.36
474,Itupiranga,BR,2021-04-25 22:33:18,-5.1347,-49.3267,82.4,92,75,3.44
475,Bad Liebenwerda,DE,2021-04-25 22:33:19,51.5167,13.4,35.6,51,49,3.44
476,Aswan,EG,2021-04-25 22:33:19,24.0934,32.907,85.66,11,0,5.73
477,Markova,UA,2021-04-25 22:33:20,48.6758,24.4138,34.43,95,100,4.99
478,Iqaluit,CA,2021-04-25 22:33:21,63.7506,-68.5145,33.8,86,90,3.44
479,Walvis Bay,NA,2021-04-25 22:33:18,-22.9575,14.5053,61.0,88,18,1.14
480,Tiarei,PF,2021-04-25 22:33:23,-17.5333,-149.3333,86.0,66,20,5.75
481,Zhuhai,CN,2021-04-25 22:33:23,22.2769,113.5678,75.2,83,40,17.27
482,Zhangjiakou,CN,2021-04-25 22:33:24,40.81,114.8794,52.3,68,100,6.15
483,Rock Sound,BS,2021-04-25 22:33:25,24.9,-76.2,79.18,79,13,9.84
484,Pevek,RU,2021-04-25 22:33:25,69.7008,170.3133,21.51,88,100,10.76
485,Bolobo,CD,2021-04-25 22:33:25,-2.1667,16.2333,75.02,85,70,2.59
486,Waycross,US,2021-04-25 22:31:21,31.2136,-82.354,77.0,47,40,6.91
487,Bairiki,KI,2021-04-25 22:33:26,1.3292,172.9752,86.0,74,20,9.22
488,Kikwit,CD,2021-04-25 22:32:02,-5.041,18.8162,70.95,95,67,2.28
489,Jiaohe,CN,2021-04-25 22:33:27,43.7286,127.3447,46.81,37,100,2.3
490,Koutsouras,GR,2021-04-25 22:33:27,35.0339,25.9469,58.35,71,29,22.5
491,Toucheng,TW,2021-04-25 22:33:27,24.8592,121.8233,71.6,83,75,9.22
492,Vice,PE,2021-04-25 22:33:29,-5.4167,-80.7833,78.87,57,54,18.1
493,Lazarev,RU,2021-04-25 22:33:30,52.225,141.5131,26.87,73,24,2.15
494,Tuatapere,NZ,2021-04-25 22:32:33,-46.1333,167.6833,46.99,84,91,8.01
495,Havre-Saint-Pierre,CA,2021-04-25 22:33:31,50.2334,-63.5986,48.2,46,40,4.61
496,Baykit,RU,2021-04-25 22:33:31,61.67,96.37,24.26,87,32,5.03
497,Bako,ET,2021-04-25 22:33:32,5.7833,36.5667,61.66,93,94,3.13
498,Lorengau,PG,2021-04-25 22:33:33,-2.0226,147.2712,83.26,71,69,4.63
499,Abha,SA,2021-04-25 22:33:33,18.2164,42.5053,62.6,63,40,11.43
500,Mattru,SL,2021-04-25 22:33:34,7.6244,-11.8332,77.76,89,83,2.77
501,Srandakan,ID,2021-04-25 22:33:34,-7.9386,110.2506,75.4,85,48,3.67
502,Chadiza,ZM,2021-04-25 22:33:35,-14.0678,32.4392,62.65,87,90,3.13
503,Tateyama,JP,2021-04-25 22:33:35,34.9833,139.8667,55.99,37,20,17.27
504,Quartucciu,IT,2021-04-25 22:33:36,39.2519,9.1794,61.0,67,0,12.66
505,Ndele,CF,2021-04-25 22:33:36,8.4109,20.6473,72.39,89,100,3.49
506,Luanda,AO,2021-04-25 22:33:37,-8.8368,13.2343,80.6,94,75,3.44
507,Omsukchan,RU,2021-04-25 22:33:10,62.5333,155.8,13.05,78,99,1.39
508,Kholodnyy,RU,2021-04-25 22:33:37,62.7167,147.95,1.92,80,62,2.57
509,Ahipara,NZ,2021-04-25 22:33:38,-35.1667,173.1667,62.46,78,62,8.5
510,Las Margaritas,MX,2021-04-25 22:33:38,16.3167,-91.9833,79.52,41,57,12.8
511,Guia De Isora,ES,2021-04-25 22:33:38,28.2115,-16.7795,66.99,68,20,5.75
512,Saint-Pierre,RE,2021-04-25 22:33:39,-21.3393,55.4781,77.0,73,0,19.57
513,Batemans Bay,AU,2021-04-25 22:30:06,-35.7167,150.1833,57.99,83,5,2.17
514,Lucea,JM,2021-04-25 22:33:40,18.451,-78.1736,82.99,74,20,12.66
515,Lannion,FR,2021-04-25 22:33:40,48.75,-3.4167,46.4,81,20,12.66
516,Kayerkan,RU,2021-04-25 22:33:41,69.3497,87.7602,3.45,97,100,4.27
517,Divnomorskoye,RU,2021-04-25 22:33:41,44.5011,38.1353,48.92,90,100,7.7
518,Wilmington,US,2021-04-25 22:30:22,34.2257,-77.9447,71.6,43,75,11.5
519,Caravelas,BR,2021-04-25 22:33:05,-17.7125,-39.2481,76.89,80,4,7.81
520,Tolbazy,RU,2021-04-25 22:33:42,54.0241,55.8825,37.0,69,40,8.95
521,Puerto Escondido,MX,2021-04-25 22:33:43,15.85,-97.0667,87.8,70,40,5.75
522,Guerrero Negro,MX,2021-04-25 22:33:43,27.9769,-114.0611,65.97,60,99,16.67
523,Kampong Thum,KH,2021-04-25 22:30:14,12.7111,104.8887,79.48,81,15,3.56
524,San Juan,AR,2021-04-25 22:32:01,-31.5375,-68.5364,68.43,39,0,8.61
525,Ostrovnoy,RU,2021-04-25 22:33:44,68.0531,39.5131,32.85,98,100,20.76
526,Harper,LR,2021-04-25 22:33:45,4.375,-7.7169,78.51,84,100,1.97
527,Suifenhe,CN,2021-04-25 22:33:45,44.4,131.1667,43.75,29,58,2.91
528,Rassvet,RU,2021-04-25 22:33:46,46.8333,40.75,45.23,83,100,6.38
529,Xiangfan,CN,2021-04-25 22:33:46,32.0422,112.1448,54.37,88,100,1.28
530,Sur,OM,2021-04-25 22:33:46,22.5667,59.5289,83.46,44,9,10.6
531,Ballina,AU,2021-04-25 22:33:47,-28.8667,153.5667,62.6,94,90,6.91
532,Samarai,PG,2021-04-25 22:33:48,-10.6167,150.6667,84.2,73,80,12.24
533,Jiwani,PK,2021-04-25 22:33:48,25.05,61.7417,80.31,78,76,9.17
534,Semenivka,UA,2021-04-25 22:33:49,52.1783,32.5818,32.04,70,27,4.32
535,Cam Ranh,VN,2021-04-25 22:33:49,11.9214,109.1591,78.8,83,40,2.3
536,Aklavik,CA,2021-04-25 22:33:50,68.2191,-135.0107,19.4,79,100,8.05
537,Zanzibar,TZ,2021-04-25 22:33:50,-6.1639,39.1979,80.6,89,40,13.8
538,Mehran,IR,2021-04-25 22:33:50,33.1222,46.1646,60.8,31,0,4.61
539,Pathein,MM,2021-04-25 22:33:51,16.7833,94.7333,77.5,81,19,4.63
540,Saint-Augustin,CA,2021-04-25 22:33:51,51.226,-58.6502,41.95,65,81,2.62
541,Rio Grande,BR,2021-04-25 22:33:52,-32.035,-52.0986,63.0,65,1,16.04
542,Kutum,SD,2021-04-25 22:33:52,14.2,24.6667,77.09,16,10,8.88
543,Santa Catarina De Tepehuanes,MX,2021-04-25 22:29:46,25.35,-105.7333,83.35,5,32,22.7
544,Ambulu,ID,2021-04-25 22:33:53,-8.345,113.6058,73.24,82,31,3.2
545,Bintulu,MY,2021-04-25 22:33:53,3.1667,113.0333,77.0,94,20,1.14
546,Tecoanapa,MX,2021-04-25 22:33:54,16.5167,-98.75,84.85,66,96,9.89
547,Chapais,CA,2021-04-25 22:33:54,49.7834,-74.8492,35.6,93,90,13.8
548,Banjar,ID,2021-04-25 22:33:54,-8.19,114.9675,77.0,83,20,3.44
549,Wum,CM,2021-04-25 22:33:55,6.3833,10.0667,67.95,89,59,1.7
550,Uyutne,UA,2021-04-25 22:33:55,45.1994,33.3014,46.0,41,98,7.56
551,Lokoja,NG,2021-04-25 22:33:55,7.8024,6.743,74.61,86,100,4.83
552,Sechura,PE,2021-04-25 22:33:56,-5.5569,-80.8222,75.81,64,47,17.78
553,Pantelho,MX,2021-04-25 22:33:56,16.9333,-92.55,91.4,43,1,23.02
554,Galle,LK,2021-04-25 22:30:54,6.0367,80.217,79.68,81,12,2.57
